                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    284,                  2e-05,                 0.4879,                      1,                 1.0062,              0.0043966,              0.0043966,              0.0043966
                    285,                  2e-05,                 0.4879,                      1,                 1.0057,              0.0043768,              0.0043768,              0.0043768
                    286,                  2e-05,                 0.4879,                      1,                 1.0053,               0.004357,               0.004357,               0.004357
                    287,                  2e-05,                0.49194,                      1,                  1.005,              0.0043372,              0.0043372,              0.0043372
                    288,                  1e-05,                0.49194,                      1,                 1.0045,              0.0043174,              0.0043174,              0.0043174
                    289,                  1e-05,                0.49194,                      1,                 1.0042,              0.0042976,              0.0042976,              0.0042976
                    290,                  5e-05,                 0.4879,                      1,                 1.0039,              0.0042778,              0.0042778,              0.0042778
                    291,                0.00011,                 0.4879,                      1,                 1.0035,               0.004258,               0.004258,               0.004258
                    292,                  4e-05,                0.49194,                      1,                 1.0031,              0.0042382,              0.0042382,              0.0042382
                    293,                  2e-05,                0.49194,                      1,                 1.0029,              0.0042184,              0.0042184,              0.0042184
                    294,                  3e-05,                 0.4879,                      1,                 1.0029,              0.0041986,              0.0041986,              0.0041986
                    295,                  2e-05,                 0.4879,                      1,                 1.0029,              0.0041788,              0.0041788,              0.0041788
                    296,                  2e-05,                 0.4879,                      1,                 1.0028,               0.004159,               0.004159,               0.004159
                    297,                  1e-05,                0.48387,                      1,                 1.0028,              0.0041392,              0.0041392,              0.0041392
                    298,                  2e-05,                0.48387,                      1,                 1.0028,              0.0041194,              0.0041194,              0.0041194
                    299,                  1e-05,                0.48387,                      1,                 1.0027,              0.0040996,              0.0040996,              0.0040996
                    300,                  2e-05,                0.47984,                      1,                 1.0028,              0.0040798,              0.0040798,              0.0040798
                    301,                  2e-05,                0.47984,                      1,                 1.0029,                0.00406,                0.00406,                0.00406
                    302,                  2e-05,                0.47984,                      1,                 1.0029,              0.0040402,              0.0040402,              0.0040402
                    303,                  1e-05,                0.47984,                      1,                 1.0028,              0.0040204,              0.0040204,              0.0040204
                    304,                  2e-05,                0.47984,                      1,                 1.0027,              0.0040006,              0.0040006,              0.0040006
                    305,                  1e-05,                0.47984,                      1,                 1.0028,              0.0039808,              0.0039808,              0.0039808
                    306,                  1e-05,                0.47984,                      1,                 1.0028,               0.003961,               0.003961,               0.003961
                    307,                  2e-05,                0.47984,                      1,                 1.0029,              0.0039412,              0.0039412,              0.0039412
                    308,                  2e-05,                0.47581,                      1,                 1.0029,              0.0039214,              0.0039214,              0.0039214
                    309,                  2e-05,                0.47581,                      1,                 1.0028,              0.0039016,              0.0039016,              0.0039016
                    310,                  1e-05,                0.47581,                      1,                 1.0029,              0.0038818,              0.0038818,              0.0038818
                    311,                  1e-05,                0.47581,                      1,                 1.0029,               0.003862,               0.003862,               0.003862
                    312,                  1e-05,                0.47581,                      1,                  1.003,              0.0038422,              0.0038422,              0.0038422
                    313,                  2e-05,                0.47984,                      1,                  1.003,              0.0038224,              0.0038224,              0.0038224
                    314,                  2e-05,                0.47984,                      1,                  1.003,              0.0038026,              0.0038026,              0.0038026
                    315,                  1e-05,                0.47984,                      1,                 1.0031,              0.0037828,              0.0037828,              0.0037828
                    316,                  1e-05,                0.47984,                      1,                 1.0031,               0.003763,               0.003763,               0.003763
                    317,                  2e-05,                0.47984,                      1,                 1.0031,              0.0037432,              0.0037432,              0.0037432
                    318,                  1e-05,                0.47984,                      1,                 1.0032,              0.0037234,              0.0037234,              0.0037234
                    319,                  1e-05,                0.47581,                      1,                 1.0031,              0.0037036,              0.0037036,              0.0037036
                    320,                  1e-05,                0.47581,                      1,                  1.003,              0.0036838,              0.0036838,              0.0036838
                    321,                  1e-05,                0.47581,                      1,                  1.003,               0.003664,               0.003664,               0.003664
                    322,                  1e-05,                0.47177,                      1,                 1.0029,              0.0036442,              0.0036442,              0.0036442
                    323,                  2e-05,                0.47581,                      1,                 1.0028,              0.0036244,              0.0036244,              0.0036244
                    324,                  1e-05,                0.47581,                      1,                 1.0029,              0.0036046,              0.0036046,              0.0036046
                    325,                  2e-05,                0.47581,                      1,                 1.0028,              0.0035848,              0.0035848,              0.0035848
                    326,                  1e-05,                0.47581,                      1,                 1.0027,               0.003565,               0.003565,               0.003565
                    327,                  2e-05,                0.47984,                      1,                 1.0027,              0.0035452,              0.0035452,              0.0035452
                    328,                  1e-05,                0.47984,                      1,                 1.0026,              0.0035254,              0.0035254,              0.0035254
                    329,                  1e-05,                0.47984,                      1,                 1.0027,              0.0035056,              0.0035056,              0.0035056
                    330,                  2e-05,                0.47984,                      1,                 1.0026,              0.0034858,              0.0034858,              0.0034858
                    331,                  1e-05,                0.47984,                      1,                 1.0026,               0.003466,               0.003466,               0.003466
                    332,                  2e-05,                0.47984,                      1,                 1.0026,              0.0034462,              0.0034462,              0.0034462
                    333,                  3e-05,                0.47984,                      1,                 1.0025,              0.0034264,              0.0034264,              0.0034264
                    334,                  1e-05,                0.47984,                      1,                 1.0026,              0.0034066,              0.0034066,              0.0034066
                    335,                  1e-05,                0.47984,                      1,                 1.0026,              0.0033868,              0.0033868,              0.0033868
                    336,                  2e-05,                0.47984,                      1,                 1.0025,               0.003367,               0.003367,               0.003367
                    337,                  1e-05,                0.47984,                      1,                 1.0025,              0.0033472,              0.0033472,              0.0033472
                    338,                  2e-05,                0.47984,                      1,                 1.0025,              0.0033274,              0.0033274,              0.0033274
                    339,                  1e-05,                0.47984,                      1,                 1.0024,              0.0033076,              0.0033076,              0.0033076
                    340,                  1e-05,                0.47984,                      1,                 1.0023,              0.0032878,              0.0032878,              0.0032878
                    341,                  2e-05,                0.47984,                      1,                 1.0022,               0.003268,               0.003268,               0.003268
                    342,                  2e-05,                0.47984,                      1,                 1.0022,              0.0032482,              0.0032482,              0.0032482
                    343,                  1e-05,                0.47984,                      1,                 1.0021,              0.0032284,              0.0032284,              0.0032284
                    344,                  1e-05,                0.47984,                      1,                 1.0021,              0.0032086,              0.0032086,              0.0032086
                    345,                  2e-05,                0.47984,                      1,                 1.0019,              0.0031888,              0.0031888,              0.0031888
                    346,                  1e-05,                0.47984,                      1,                 1.0019,               0.003169,               0.003169,               0.003169
                    347,                  4e-05,                0.48387,                      1,                 1.0019,              0.0031492,              0.0031492,              0.0031492
                    348,                  1e-05,                0.48387,                      1,                 1.0019,              0.0031294,              0.0031294,              0.0031294
                    349,                  1e-05,                 0.4879,                      1,                 1.0019,              0.0031096,              0.0031096,              0.0031096
                    350,                  1e-05,                 0.4879,                      1,                 1.0019,              0.0030898,              0.0030898,              0.0030898
                    351,                  2e-05,                 0.4879,                      1,                 1.0019,                0.00307,                0.00307,                0.00307
                    352,                  1e-05,                 0.4879,                      1,                 1.0019,              0.0030502,              0.0030502,              0.0030502
                    353,                  2e-05,                 0.4879,                      1,                 1.0018,              0.0030304,              0.0030304,              0.0030304
                    354,                  4e-05,                 0.4879,                      1,                 1.0018,              0.0030106,              0.0030106,              0.0030106
                    355,                  1e-05,                 0.4879,                      1,                 1.0018,              0.0029908,              0.0029908,              0.0029908
                    356,                  2e-05,                 0.4879,                      1,                 1.0018,               0.002971,               0.002971,               0.002971
                    357,                  1e-05,                 0.4879,                      1,                 1.0017,              0.0029512,              0.0029512,              0.0029512
                    358,                  2e-05,                 0.4879,                      1,                 1.0017,              0.0029314,              0.0029314,              0.0029314
                    359,                  1e-05,                0.49194,                      1,                 1.0016,              0.0029116,              0.0029116,              0.0029116
                    360,                  6e-05,                0.49194,                      1,                 1.0015,              0.0028918,              0.0028918,              0.0028918
                    361,                  1e-05,                0.49194,                      1,                 1.0015,               0.002872,               0.002872,               0.002872
                    362,                  1e-05,                0.49194,                      1,                 1.0015,              0.0028522,              0.0028522,              0.0028522
                    363,                  1e-05,                0.49194,                      1,                 1.0015,              0.0028324,              0.0028324,              0.0028324
                    364,                  1e-05,                0.49194,                      1,                 1.0014,              0.0028126,              0.0028126,              0.0028126
                    365,                  1e-05,                0.49194,                      1,                 1.0014,              0.0027928,              0.0027928,              0.0027928
                    366,                  3e-05,                0.49194,                      1,                 1.0014,               0.002773,               0.002773,               0.002773
                    367,                  1e-05,                0.49194,                      1,                 1.0013,              0.0027532,              0.0027532,              0.0027532
                    368,                  2e-05,                0.49194,                      1,                 1.0012,              0.0027334,              0.0027334,              0.0027334
                    369,                  1e-05,                0.49194,                      1,                 1.0012,              0.0027136,              0.0027136,              0.0027136
                    370,                  3e-05,                0.49194,                      1,                 1.0011,              0.0026938,              0.0026938,              0.0026938
                    371,                  2e-05,                0.49194,                      1,                 1.0011,               0.002674,               0.002674,               0.002674
                    372,                  3e-05,                0.49194,                      1,                  1.001,              0.0026542,              0.0026542,              0.0026542
                    373,                  1e-05,                0.49194,                      1,                 1.0009,              0.0026344,              0.0026344,              0.0026344
                    374,                  1e-05,                0.49194,                      1,                 1.0008,              0.0026146,              0.0026146,              0.0026146
                    375,                  2e-05,                0.49194,                      1,                 1.0008,              0.0025948,              0.0025948,              0.0025948
                    376,                  3e-05,                0.49194,                      1,                 1.0007,               0.002575,               0.002575,               0.002575
                    377,                0.00011,                0.49194,                      1,                 1.0007,              0.0025552,              0.0025552,              0.0025552
                    378,                  1e-05,                 0.4879,                      1,                 1.0011,              0.0025354,              0.0025354,              0.0025354
                    379,                  2e-05,                 0.4879,                      1,                 1.0015,              0.0025156,              0.0025156,              0.0025156
                    380,                  1e-05,                 0.4879,                      1,                 1.0019,              0.0024958,              0.0024958,              0.0024958
                    381,                  1e-05,                0.48387,                      1,                 1.0023,               0.002476,               0.002476,               0.002476
                    382,                  2e-05,                0.48387,                      1,                 1.0026,              0.0024562,              0.0024562,              0.0024562
                    383,                  2e-05,                0.47984,                      1,                 1.0029,              0.0024364,              0.0024364,              0.0024364
                    384,                  1e-05,                0.47984,                      1,                 1.0031,              0.0024166,              0.0024166,              0.0024166
                    385,                  2e-05,                0.47984,                      1,                 1.0034,              0.0023968,              0.0023968,              0.0023968
                    386,                  1e-05,                0.47984,                      1,                 1.0035,               0.002377,               0.002377,               0.002377
                    387,                  3e-05,                0.47984,                      1,                 1.0038,              0.0023572,              0.0023572,              0.0023572
                    388,                  2e-05,                0.47984,                      1,                 1.0039,              0.0023374,              0.0023374,              0.0023374
                    389,                  1e-05,                0.47984,                      1,                 1.0041,              0.0023176,              0.0023176,              0.0023176
                    390,                  1e-05,                0.47984,                      1,                 1.0042,              0.0022978,              0.0022978,              0.0022978
                    391,                  1e-05,                0.47984,                      1,                 1.0043,               0.002278,               0.002278,               0.002278
                    392,                  3e-05,                0.47581,                      1,                 1.0045,              0.0022582,              0.0022582,              0.0022582
                    393,                  2e-05,                0.47581,                      1,                 1.0045,              0.0022384,              0.0022384,              0.0022384
                    394,                  1e-05,                0.47984,                      1,                 1.0046,              0.0022186,              0.0022186,              0.0022186
                    395,                  2e-05,                0.47984,                      1,                 1.0047,              0.0021988,              0.0021988,              0.0021988
                    396,                  1e-05,                0.47984,                      1,                 1.0047,               0.002179,               0.002179,               0.002179
                    397,                  1e-05,                0.47984,                      1,                 1.0047,              0.0021592,              0.0021592,              0.0021592
                    398,                  2e-05,                0.47984,                      1,                 1.0048,              0.0021394,              0.0021394,              0.0021394
                    399,                  1e-05,                0.47984,                      1,                 1.0048,              0.0021196,              0.0021196,              0.0021196
                    400,                  2e-05,                0.47984,                      1,                 1.0049,              0.0020998,              0.0020998,              0.0020998
                    401,                  2e-05,                0.48387,                      1,                 1.0049,                0.00208,                0.00208,                0.00208
                    402,                  2e-05,                0.48387,                      1,                 1.0049,              0.0020602,              0.0020602,              0.0020602
                    403,                  1e-05,                0.48387,                      1,                 1.0049,              0.0020404,              0.0020404,              0.0020404
                    404,                  1e-05,                0.47984,                      1,                  1.005,              0.0020206,              0.0020206,              0.0020206
                    405,                  1e-05,                0.47984,                      1,                  1.005,              0.0020008,              0.0020008,              0.0020008
                    406,                  2e-05,                0.47984,                      1,                  1.005,               0.001981,               0.001981,               0.001981
                    407,                  1e-05,                0.47984,                      1,                 1.0051,              0.0019612,              0.0019612,              0.0019612
                    408,                  2e-05,                0.47984,                      1,                 1.0051,              0.0019414,              0.0019414,              0.0019414
                    409,                  1e-05,                0.47984,                      1,                 1.0051,              0.0019216,              0.0019216,              0.0019216
                    410,                  2e-05,                0.47984,                      1,                 1.0051,              0.0019018,              0.0019018,              0.0019018
                    411,                  1e-05,                0.47984,                      1,                 1.0051,               0.001882,               0.001882,               0.001882
                    412,                  1e-05,                0.47984,                      1,                 1.0052,              0.0018622,              0.0018622,              0.0018622
                    413,                  1e-05,                0.47984,                      1,                 1.0052,              0.0018424,              0.0018424,              0.0018424
                    414,                  1e-05,                0.47984,                      1,                 1.0052,              0.0018226,              0.0018226,              0.0018226
                    415,                  1e-05,                0.47984,                      1,                 1.0051,              0.0018028,              0.0018028,              0.0018028
                    416,                  1e-05,                0.47984,                      1,                 1.0051,               0.001783,               0.001783,               0.001783
                    417,                  1e-05,                0.47984,                      1,                 1.0051,              0.0017632,              0.0017632,              0.0017632
                    418,                  1e-05,                0.47984,                      1,                 1.0051,              0.0017434,              0.0017434,              0.0017434
                    419,                  1e-05,                0.47984,                      1,                 1.0051,              0.0017236,              0.0017236,              0.0017236
                    420,                  1e-05,                0.47984,                      1,                 1.0051,              0.0017038,              0.0017038,              0.0017038
                    421,                  2e-05,                0.47984,                      1,                 1.0051,               0.001684,               0.001684,               0.001684
                    422,                  1e-05,                0.47984,                      1,                 1.0051,              0.0016642,              0.0016642,              0.0016642
                    423,                  2e-05,                0.47984,                      1,                 1.0051,              0.0016444,              0.0016444,              0.0016444
                    424,                  1e-05,                0.47984,                      1,                 1.0051,              0.0016246,              0.0016246,              0.0016246
                    425,                  1e-05,                0.47984,                      1,                 1.0051,              0.0016048,              0.0016048,              0.0016048
                    426,                  1e-05,                0.47984,                      1,                 1.0051,               0.001585,               0.001585,               0.001585
                    427,                  2e-05,                0.47984,                      1,                  1.005,              0.0015652,              0.0015652,              0.0015652
                    428,                  1e-05,                0.47984,                      1,                  1.005,              0.0015454,              0.0015454,              0.0015454
                    429,                  1e-05,                0.48387,                      1,                  1.005,              0.0015256,              0.0015256,              0.0015256
                    430,                  2e-05,                0.48387,                      1,                  1.005,              0.0015058,              0.0015058,              0.0015058
                    431,                  1e-05,                0.48387,                      1,                  1.005,               0.001486,               0.001486,               0.001486
                    432,                  1e-05,                0.48387,                      1,                  1.005,              0.0014662,              0.0014662,              0.0014662
                    433,                  1e-05,                0.48387,                      1,                  1.005,              0.0014464,              0.0014464,              0.0014464
                    434,                  1e-05,                0.48387,                      1,                  1.005,              0.0014266,              0.0014266,              0.0014266
                    435,                  1e-05,                0.48387,                      1,                  1.005,              0.0014068,              0.0014068,              0.0014068
                    436,                  1e-05,                0.48387,                      1,                  1.005,               0.001387,               0.001387,               0.001387
                    437,                  3e-05,                0.48387,                      1,                  1.005,              0.0013672,              0.0013672,              0.0013672
                    438,                  1e-05,                0.48387,                      1,                  1.005,              0.0013474,              0.0013474,              0.0013474
                    439,                  1e-05,                0.48387,                      1,                  1.005,              0.0013276,              0.0013276,              0.0013276
                    440,                  1e-05,                 0.4879,                      1,                  1.005,              0.0013078,              0.0013078,              0.0013078
                    441,                  1e-05,                 0.4879,                      1,                  1.005,               0.001288,               0.001288,               0.001288
                    442,                  1e-05,                 0.4879,                      1,                  1.005,              0.0012682,              0.0012682,              0.0012682
                    443,                  1e-05,                 0.4879,                      1,                  1.005,              0.0012484,              0.0012484,              0.0012484
                    444,                  1e-05,                 0.4879,                      1,                  1.005,              0.0012286,              0.0012286,              0.0012286
                    445,                  1e-05,                 0.4879,                      1,                  1.005,              0.0012088,              0.0012088,              0.0012088
                    446,                  1e-05,                 0.4879,                      1,                  1.005,               0.001189,               0.001189,               0.001189
                    447,                  1e-05,                 0.4879,                      1,                  1.005,              0.0011692,              0.0011692,              0.0011692
                    448,                  1e-05,                 0.4879,                      1,                  1.005,              0.0011494,              0.0011494,              0.0011494
                    449,                  1e-05,                 0.4879,                      1,                  1.005,              0.0011296,              0.0011296,              0.0011296
                    450,                  2e-05,                 0.4879,                      1,                  1.005,              0.0011098,              0.0011098,              0.0011098
                    451,                  1e-05,                 0.4879,                      1,                 1.0049,                0.00109,                0.00109,                0.00109
                    452,                  1e-05,                 0.4879,                      1,                 1.0049,              0.0010702,              0.0010702,              0.0010702
                    453,                  1e-05,                 0.4879,                      1,                 1.0049,              0.0010504,              0.0010504,              0.0010504
                    454,                  1e-05,                 0.4879,                      1,                 1.0049,              0.0010306,              0.0010306,              0.0010306
                    455,                  2e-05,                 0.4879,                      1,                 1.0049,              0.0010108,              0.0010108,              0.0010108
                    456,                  3e-05,                 0.4879,                      1,                 1.0049,               0.000991,               0.000991,               0.000991
                    457,                  1e-05,                 0.4879,                      1,                 1.0049,              0.0009712,              0.0009712,              0.0009712
                    458,                  1e-05,                 0.4879,                      1,                 1.0049,              0.0009514,              0.0009514,              0.0009514
                    459,                  2e-05,                 0.4879,                      1,                 1.0048,              0.0009316,              0.0009316,              0.0009316
                    460,                  2e-05,                 0.4879,                      1,                 1.0048,              0.0009118,              0.0009118,              0.0009118
                    461,                  1e-05,                 0.4879,                      1,                 1.0048,               0.000892,               0.000892,               0.000892
                    462,                  1e-05,                 0.4879,                      1,                 1.0048,              0.0008722,              0.0008722,              0.0008722
                    463,                  1e-05,                 0.4879,                      1,                 1.0048,              0.0008524,              0.0008524,              0.0008524
                    464,                  1e-05,                 0.4879,                      1,                 1.0048,              0.0008326,              0.0008326,              0.0008326
                    465,                  1e-05,                 0.4879,                      1,                 1.0048,              0.0008128,              0.0008128,              0.0008128
                    466,                  1e-05,                 0.4879,                      1,                 1.0048,               0.000793,               0.000793,               0.000793
                    467,                  1e-05,                 0.4879,                      1,                 1.0047,              0.0007732,              0.0007732,              0.0007732
                    468,                  1e-05,                 0.4879,                      1,                 1.0047,              0.0007534,              0.0007534,              0.0007534
                    469,                  1e-05,                 0.4879,                      1,                 1.0047,              0.0007336,              0.0007336,              0.0007336
                    470,                  1e-05,                 0.4879,                      1,                 1.0047,              0.0007138,              0.0007138,              0.0007138
                    471,                  1e-05,                 0.4879,                      1,                 1.0047,               0.000694,               0.000694,               0.000694
                    472,                  1e-05,                 0.4879,                      1,                 1.0047,              0.0006742,              0.0006742,              0.0006742
                    473,                  1e-05,                 0.4879,                      1,                 1.0047,              0.0006544,              0.0006544,              0.0006544
                    474,                  2e-05,                 0.4879,                      1,                 1.0046,              0.0006346,              0.0006346,              0.0006346
                    475,                  1e-05,                 0.4879,                      1,                 1.0046,              0.0006148,              0.0006148,              0.0006148
                    476,                  1e-05,                 0.4879,                      1,                 1.0046,               0.000595,               0.000595,               0.000595
                    477,                  1e-05,                 0.4879,                      1,                 1.0046,              0.0005752,              0.0005752,              0.0005752
                    478,                  1e-05,                 0.4879,                      1,                 1.0046,              0.0005554,              0.0005554,              0.0005554
                    479,                  1e-05,                 0.4879,                      1,                 1.0046,              0.0005356,              0.0005356,              0.0005356
                    480,                  1e-05,                 0.4879,                      1,                 1.0046,              0.0005158,              0.0005158,              0.0005158
                    481,                  1e-05,                 0.4879,                      1,                 1.0045,               0.000496,               0.000496,               0.000496
                    482,                  1e-05,                 0.4879,                      1,                 1.0045,              0.0004762,              0.0004762,              0.0004762
                    483,                  1e-05,                 0.4879,                      1,                 1.0045,              0.0004564,              0.0004564,              0.0004564
                    484,                  1e-05,                0.49194,                      1,                 1.0045,              0.0004366,              0.0004366,              0.0004366
                    485,                  1e-05,                0.49194,                      1,                 1.0045,              0.0004168,              0.0004168,              0.0004168
                    486,                  3e-05,                0.49194,                      1,                 1.0045,               0.000397,               0.000397,               0.000397
                    487,                  2e-05,                0.49194,                      1,                 1.0045,              0.0003772,              0.0003772,              0.0003772
                    488,                  1e-05,                0.49194,                      1,                 1.0045,              0.0003574,              0.0003574,              0.0003574
                    489,                  2e-05,                0.49194,                      1,                 1.0044,              0.0003376,              0.0003376,              0.0003376
                    490,                  4e-05,                0.49194,                      1,                 1.0044,              0.0003178,              0.0003178,              0.0003178
                    491,                  1e-05,                0.49194,                      1,                 1.0044,               0.000298,               0.000298,               0.000298
                    492,                  1e-05,                0.49194,                      1,                 1.0044,              0.0002782,              0.0002782,              0.0002782
                    493,                  1e-05,                0.49194,                      1,                 1.0044,              0.0002584,              0.0002584,              0.0002584
                    494,                  1e-05,                0.49194,                      1,                 1.0044,              0.0002386,              0.0002386,              0.0002386
                    495,                  1e-05,                0.49194,                      1,                 1.0044,              0.0002188,              0.0002188,              0.0002188
                    496,                  1e-05,                0.49194,                      1,                 1.0044,               0.000199,               0.000199,               0.000199
                    497,                  1e-05,                0.49194,                      1,                 1.0044,              0.0001792,              0.0001792,              0.0001792
                    498,                  4e-05,                0.49194,                      1,                 1.0044,              0.0001594,              0.0001594,              0.0001594
                    499,                  1e-05,                0.49194,                      1,                 1.0044,              0.0001396,              0.0001396,              0.0001396
